order_item_id,order_id,product,category,quantity,unit_price,line_total
46,500027,Latte,Beverage,1,4.41,4.41
47,500028,Iced Tea,Beverage,1,3.45,3.45
48,500029,Granola Bar,Snack,1,2.7,2.7
49,500030,Blueberry Muffin,Bakery,1,3.65,3.65
50,500030,Turkey Sandwich,Food,1,8.3,8.3
51,500030,Croissant,Bakery,1,3.18,3.18
52,500031,Croissant,Bakery,1,3.21,3.21
53,500032,Chocolate Chip Cookie,Bakery,2,2.47,4.94
54,500032,Espresso,Beverage,1,2.97,2.97
55,500033,Cappuccino,Beverage,1,4.16,4.16
56,500034,Fruit Cup,Snack,1,3.47,3.47
57,500035,Chocolate Chip Cookie,Bakery,1,2.43,2.43
58,500035,Blueberry Muffin,Bakery,1,3.69,3.69
59,500035,Bagel with Cream Cheese,Bakery,1,3.96,3.96
60,500036,Granola Bar,Snack,2,2.72,5.44
61,500036,Blueberry Muffin,Bakery,1,3.72,3.72
62,500036,Bagel with Cream Cheese,Bakery,1,3.92,3.92
63,500037,Croissant,Bakery,1,3.25,3.25
64,500038,Cappuccino,Beverage,1,4.2,4.2
65,500039,Cold Brew,Beverage,1,4.65,4.65
66,500039,Turkey Sandwich,Food,1,8.43,8.43
67,500039,Fruit Cup,Snack,1,3.47,3.47
68,500040,Avocado Toast,Food,1,7.35,7.35
69,500040,Cappuccino,Beverage,2,4.14,8.28
70,500040,Iced Tea,Beverage,1,3.47,3.47
71,500041,Blueberry Muffin,Bakery,1,3.74,3.74
72,500041,Bagel with Cream Cheese,Bakery,1,3.92,3.92
73,500041,Croissant,Bakery,1,3.18,3.18
74,500042,Cappuccino,Beverage,1,4.24,4.24
75,500043,Turkey Sandwich,Food,2,8.38,16.76
76,500044,Granola Bar,Snack,1,2.74,2.74
77,500044,Caesar Salad,Food,1,8.07,8.07
78,500045,Blueberry Muffin,Bakery,1,3.65,3.65
79,500045,Fruit Cup,Snack,1,3.5,3.5
80,500046,Blueberry Muffin,Bakery,1,3.72,3.72
81,500046,Espresso,Beverage,1,2.91,2.91
82,500046,Cold Brew,Beverage,1,4.73,4.73
83,500047,Chocolate Chip Cookie,Bakery,1,2.49,2.49
84,500047,Cappuccino,Beverage,1,4.14,4.14
85,500048,Espresso,Beverage,1,2.94,2.94
86,500049,Cappuccino,Beverage,1,4.13,4.13
87,500050,Croissant,Bakery,1,3.2,3.2
88,500051,Granola Bar,Snack,2,2.73,5.46
89,500052,Cappuccino,Beverage,1,4.18,4.18
90,500052,Turkey Sandwich,Food,1,8.39,8.39
91,500053,Avocado Toast,Food,1,7.48,7.48
92,500053,Croissant,Bakery,1,3.23,3.23
93,500054,Granola Bar,Snack,2,2.69,5.38
94,500054,Chocolate Chip Cookie,Bakery,1,2.46,2.46
95,500055,Iced Tea,Beverage,1,3.43,3.43
96,500056,Veggie Wrap,Food,1,7.63,7.63
97,500056,Croissant,Bakery,1,3.24,3.24
98,500056,Fruit Cup,Snack,1,3.5,3.5
99,500057,Veggie Wrap,Food,1,7.57,7.57
100,500057,Cappuccino,Beverage,1,4.25,4.25
101,500058,Bagel with Cream Cheese,Bakery,1,3.91,3.91
102,500059,Bagel with Cream Cheese,Bakery,1,3.98,3.98
103,500060,Iced Tea,Beverage,1,3.47,3.47
104,500060,Turkey Sandwich,Food,1,8.43,8.43
105,500061,Iced Tea,Beverage,1,3.44,3.44
106,500061,Bagel with Cream Cheese,Bakery,2,3.98,7.96
107,500062,Croissant,Bakery,2,3.16,6.32
108,500063,Caesar Salad,Food,1,8.14,8.14
109,500064,Cold Brew,Beverage,1,4.74,4.74
110,500064,Avocado Toast,Food,2,7.5,15.0
111,500064,Caesar Salad,Food,1,8.08,8.08
112,500065,Granola Bar,Snack,2,2.69,5.38
113,500065,Blueberry Muffin,Bakery,1,3.72,3.72
114,500065,Veggie Wrap,Food,1,7.72,7.72
115,500065,Cold Brew,Beverage,1,4.67,4.67
116,500066,Croissant,Bakery,1,3.23,3.23
117,500067,Caesar Salad,Food,1,8.13,8.13
118,500068,Cold Brew,Beverage,1,4.64,4.64
119,500068,Veggie Wrap,Food,1,7.74,7.74
120,500069,Chocolate Chip Cookie,Bakery,1,2.49,2.49
121,500069,Caesar Salad,Food,1,8.23,8.23
122,500069,Veggie Wrap,Food,1,7.58,7.58
123,500069,Croissant,Bakery,2,3.17,6.34
124,500070,Latte,Beverage,2,4.39,8.78
125,500070,Cold Brew,Beverage,1,4.65,4.65
126,500070,Chocolate Chip Cookie,Bakery,1,2.47,2.47
127,500071,Chocolate Chip Cookie,Bakery,1,2.45,2.45
128,500072,Avocado Toast,Food,1,7.45,7.45
129,500072,Granola Bar,Snack,1,2.72,2.72
130,500072,Espresso,Beverage,1,2.96,2.96
131,500072,Chocolate Chip Cookie,Bakery,2,2.43,4.86
132,500073,Latte,Beverage,2,4.45,8.9
133,500073,Granola Bar,Snack,1,2.73,2.73
134,500073,Turkey Sandwich,Food,2,8.45,16.9
135,500074,Caesar Salad,Food,1,8.1,8.1
136,500075,Cappuccino,Beverage,1,4.19,4.19
137,500076,Croissant,Bakery,1,3.2,3.2
138,500077,Veggie Wrap,Food,2,7.73,15.46
139,500078,Veggie Wrap,Food,1,7.54,7.54
140,500078,Latte,Beverage,1,4.41,4.41
141,500078,Fruit Cup,Snack,1,3.5,3.5
142,500079,Cappuccino,Beverage,1,4.24,4.24
143,500079,Espresso,Beverage,1,2.96,2.96
144,500080,Chocolate Chip Cookie,Bakery,1,2.43,2.43
145,500080,Caesar Salad,Food,1,8.09,8.09
146,500081,Avocado Toast,Food,1,7.38,7.38
147,500081,Chocolate Chip Cookie,Bakery,1,2.48,2.48
148,500081,Turkey Sandwich,Food,1,8.48,8.48
149,500081,Croissant,Bakery,1,3.24,3.24
150,500082,Cappuccino,Beverage,1,4.16,4.16
151,500082,Espresso,Beverage,1,2.99,2.99
152,500082,Granola Bar,Snack,1,2.67,2.67
153,500083,Fruit Cup,Snack,1,3.43,3.43
154,500083,Cappuccino,Beverage,1,4.21,4.21
155,500084,Cold Brew,Beverage,1,4.65,4.65
156,500084,Granola Bar,Snack,1,2.73,2.73
157,500085,Cold Brew,Beverage,1,4.71,4.71
158,500086,Caesar Salad,Food,1,8.22,8.22
159,500087,Bagel with Cream Cheese,Bakery,1,3.98,3.98
160,500087,Blueberry Muffin,Bakery,1,3.73,3.73
161,500088,Veggie Wrap,Food,1,7.69,7.69
162,500089,Turkey Sandwich,Food,1,8.36,8.36
163,500090,Bagel with Cream Cheese,Bakery,1,3.98,3.98
164,500090,Blueberry Muffin,Bakery,1,3.64,3.64
165,500091,Cappuccino,Beverage,1,4.21,4.21
166,500092,Granola Bar,Snack,2,2.67,5.34
167,500092,Chocolate Chip Cookie,Bakery,1,2.43,2.43
168,500092,Caesar Salad,Food,1,8.15,8.15
169,500093,Caesar Salad,Food,1,8.07,8.07
170,500094,Chocolate Chip Cookie,Bakery,1,2.44,2.44
171,500095,Bagel with Cream Cheese,Bakery,1,3.93,3.93
172,500096,Bagel with Cream Cheese,Bakery,1,3.89,3.89
173,500097,Caesar Salad,Food,1,8.19,8.19
174,500098,Espresso,Beverage,1,2.94,2.94
175,500099,Espresso,Beverage,1,2.92,2.92
176,500100,Bagel with Cream Cheese,Bakery,1,3.99,3.99
177,500100,Espresso,Beverage,1,2.92,2.92
178,500101,Avocado Toast,Food,1,7.4,7.4
179,500101,Bagel with Cream Cheese,Bakery,1,3.99,3.99
180,500102,Veggie Wrap,Food,1,7.61,7.61
181,500103,Bagel with Cream Cheese,Bakery,1,3.93,3.93
182,500104,Cold Brew,Beverage,1,4.68,4.68
183,500104,Veggie Wrap,Food,1,7.71,7.71
184,500104,Bagel with Cream Cheese,Bakery,1,3.89,3.89
185,500105,Fruit Cup,Snack,1,3.41,3.41
186,500105,Cold Brew,Beverage,1,4.65,4.65
187,500105,Chocolate Chip Cookie,Bakery,1,2.43,2.43
188,500106,Blueberry Muffin,Bakery,1,3.67,3.67
189,500106,Chocolate Chip Cookie,Bakery,1,2.43,2.43
190,500106,Croissant,Bakery,1,3.17,3.17
191,500106,Latte,Beverage,1,4.38,4.38
192,500107,Cold Brew,Beverage,2,4.65,9.3
193,500107,Turkey Sandwich,Food,1,8.36,8.36
194,500107,Iced Tea,Beverage,1,3.48,3.48
195,500107,Latte,Beverage,2,4.39,8.78
196,500108,Turkey Sandwich,Food,1,8.41,8.41
197,500108,Fruit Cup,Snack,1,3.45,3.45
198,500108,Croissant,Bakery,1,3.15,3.15
199,500109,Cappuccino,Beverage,1,4.21,4.21
200,500109,Chocolate Chip Cookie,Bakery,2,2.45,4.9
201,500110,Latte,Beverage,1,4.48,4.48
202,500110,Blueberry Muffin,Bakery,1,3.73,3.73
203,500111,Turkey Sandwich,Food,1,8.41,8.41
204,500112,Blueberry Muffin,Bakery,1,3.7,3.7
205,500113,Blueberry Muffin,Bakery,1,3.73,3.73
206,500114,Latte,Beverage,1,4.48,4.48
207,500114,Veggie Wrap,Food,1,7.72,7.72
208,500115,Bagel with Cream Cheese,Bakery,1,3.99,3.99
209,500116,Espresso,Beverage,1,2.95,2.95
210,500117,Avocado Toast,Food,1,7.44,7.44
211,500117,Iced Tea,Beverage,1,3.41,3.41
212,500117,Bagel with Cream Cheese,Bakery,1,3.96,3.96
213,500118,Fruit Cup,Snack,1,3.49,3.49
214,500119,Latte,Beverage,2,4.47,8.94
215,500119,Fruit Cup,Snack,2,3.49,6.98
216,500120,Fruit Cup,Snack,1,3.46,3.46
217,500121,Cappuccino,Beverage,1,4.21,4.21
218,500121,Granola Bar,Snack,1,2.67,2.67
219,500121,Blueberry Muffin,Bakery,1,3.71,3.71
220,500122,Bagel with Cream Cheese,Bakery,2,3.98,7.96
221,500123,Veggie Wrap,Food,1,7.56,7.56
222,500123,Croissant,Bakery,1,3.18,3.18
223,500124,Caesar Salad,Food,2,8.15,16.3
224,500125,Latte,Beverage,1,4.48,4.48
225,500126,Turkey Sandwich,Food,1,8.42,8.42
226,500127,Latte,Beverage,1,4.37,4.37
227,500128,Latte,Beverage,1,4.4,4.4
228,500129,Chocolate Chip Cookie,Bakery,1,2.45,2.45
229,500129,Espresso,Beverage,1,2.98,2.98
230,500130,Blueberry Muffin,Bakery,1,3.72,3.72
231,500131,Espresso,Beverage,2,2.97,5.94
232,500131,Bagel with Cream Cheese,Bakery,2,3.99,7.98
233,500132,Cappuccino,Beverage,1,4.16,4.16
234,500132,Iced Tea,Beverage,1,3.48,3.48
235,500133,Fruit Cup,Snack,1,3.49,3.49
236,500133,Iced Tea,Beverage,1,3.43,3.43
237,500133,Turkey Sandwich,Food,1,8.31,8.31
238,500134,Cold Brew,Beverage,1,4.67,4.67
239,500134,Iced Tea,Beverage,1,3.45,3.45
240,500135,Cappuccino,Beverage,1,4.17,4.17
241,500135,Iced Tea,Beverage,1,3.47,3.47
242,500135,Croissant,Bakery,1,3.22,3.22
243,500135,Espresso,Beverage,1,2.98,2.98
244,500136,Espresso,Beverage,1,2.94,2.94
245,500136,Veggie Wrap,Food,1,7.65,7.65
246,500137,Cold Brew,Beverage,1,4.72,4.72
247,500138,Fruit Cup,Snack,1,3.43,3.43
248,500138,Chocolate Chip Cookie,Bakery,1,2.45,2.45
249,500138,Latte,Beverage,1,4.45,4.45
250,500138,Turkey Sandwich,Food,1,8.35,8.35
251,500139,Bagel with Cream Cheese,Bakery,1,3.9,3.9
252,500140,Iced Tea,Beverage,2,3.4,6.8
253,500140,Veggie Wrap,Food,1,7.67,7.67
254,500140,Cold Brew,Beverage,1,4.68,4.68
255,500141,Granola Bar,Snack,1,2.69,2.69
256,500141,Veggie Wrap,Food,1,7.6,7.6
257,500141,Fruit Cup,Snack,1,3.49,3.49
258,500141,Turkey Sandwich,Food,1,8.37,8.37
259,500142,Croissant,Bakery,1,3.23,3.23
260,500143,Espresso,Beverage,1,2.94,2.94
261,500143,Latte,Beverage,1,4.4,4.4
262,500143,Turkey Sandwich,Food,1,8.35,8.35
263,500144,Espresso,Beverage,2,2.97,5.94
264,500144,Latte,Beverage,1,4.4,4.4
265,500144,Turkey Sandwich,Food,1,8.26,8.26
266,500145,Turkey Sandwich,Food,1,8.33,8.33
267,500145,Iced Tea,Beverage,2,3.5,7.0
268,500145,Avocado Toast,Food,1,7.45,7.45
269,500146,Espresso,Beverage,1,2.94,2.94
270,500146,Chocolate Chip Cookie,Bakery,2,2.48,4.96
271,500147,Chocolate Chip Cookie,Bakery,2,2.47,4.94
272,500148,Croissant,Bakery,2,3.23,6.46
273,500149,Espresso,Beverage,1,2.97,2.97
274,500149,Iced Tea,Beverage,1,3.42,3.42
275,500149,Cold Brew,Beverage,1,4.63,4.63
276,500149,Croissant,Bakery,1,3.19,3.19
277,500150,Blueberry Muffin,Bakery,1,3.64,3.64
278,500150,Latte,Beverage,1,4.38,4.38
279,500150,Chocolate Chip Cookie,Bakery,1,2.47,2.47
280,500151,Cold Brew,Beverage,1,4.75,4.75
281,500151,Fruit Cup,Snack,1,3.42,3.42
282,500151,Bagel with Cream Cheese,Bakery,1,3.92,3.92
283,500152,Granola Bar,Snack,2,2.71,5.42
284,500153,Avocado Toast,Food,1,7.28,7.28
285,500154,Iced Tea,Beverage,1,3.5,3.5
286,500154,Fruit Cup,Snack,1,3.47,3.47
287,500155,Bagel with Cream Cheese,Bakery,1,3.93,3.93
288,500156,Veggie Wrap,Food,1,7.66,7.66
289,500157,Croissant,Bakery,1,3.23,3.23
290,500158,Veggie Wrap,Food,1,7.61,7.61
291,500159,Espresso,Beverage,2,2.98,5.96
292,500160,Veggie Wrap,Food,1,7.74,7.74
293,500161,Bagel with Cream Cheese,Bakery,1,3.95,3.95
294,500161,Caesar Salad,Food,2,8.04,16.08
295,500161,Fruit Cup,Snack,1,3.44,3.44
296,500162,Caesar Salad,Food,1,8.15,8.15
297,500162,Espresso,Beverage,1,2.97,2.97
298,500163,Veggie Wrap,Food,1,7.55,7.55
299,500164,Espresso,Beverage,1,2.91,2.91
300,500165,Latte,Beverage,1,4.38,4.38
301,500166,Bagel with Cream Cheese,Bakery,1,3.97,3.97
302,500166,Espresso,Beverage,1,2.92,2.92
303,500166,Turkey Sandwich,Food,1,8.32,8.32
304,500166,Granola Bar,Snack,1,2.67,2.67
305,500167,Chocolate Chip Cookie,Bakery,1,2.47,2.47
306,500167,Iced Tea,Beverage,1,3.47,3.47
307,500167,Espresso,Beverage,2,2.96,5.92
308,500167,Fruit Cup,Snack,1,3.4,3.4
309,500168,Bagel with Cream Cheese,Bakery,2,3.92,7.84
310,500169,Bagel with Cream Cheese,Bakery,1,3.99,3.99
311,500169,Latte,Beverage,2,4.47,8.94
312,500170,Latte,Beverage,1,4.4,4.4
313,500170,Granola Bar,Snack,1,2.75,2.75
314,500170,Iced Tea,Beverage,1,3.46,3.46
315,500171,Cold Brew,Beverage,1,4.74,4.74
316,500172,Chocolate Chip Cookie,Bakery,1,2.46,2.46
317,500172,Fruit Cup,Snack,2,3.47,6.94
318,500172,Blueberry Muffin,Bakery,1,3.66,3.66
319,500173,Turkey Sandwich,Food,1,8.5,8.5
320,500174,Avocado Toast,Food,1,7.47,7.47
321,500175,Cappuccino,Beverage,1,4.2,4.2
322,500175,Croissant,Bakery,1,3.18,3.18
323,500175,Iced Tea,Beverage,1,3.4,3.4
324,500176,Cappuccino,Beverage,1,4.16,4.16
325,500177,Chocolate Chip Cookie,Bakery,1,2.48,2.48
326,500177,Iced Tea,Beverage,1,3.48,3.48
327,500178,Turkey Sandwich,Food,1,8.5,8.5
328,500178,Chocolate Chip Cookie,Bakery,1,2.46,2.46
329,500179,Iced Tea,Beverage,1,3.44,3.44
330,500179,Chocolate Chip Cookie,Bakery,1,2.47,2.47
331,500179,Granola Bar,Snack,1,2.68,2.68
332,500180,Fruit Cup,Snack,1,3.49,3.49
333,500180,Bagel with Cream Cheese,Bakery,1,3.96,3.96
334,500181,Latte,Beverage,1,4.49,4.49
335,500182,Chocolate Chip Cookie,Bakery,1,2.49,2.49
336,500182,Latte,Beverage,1,4.38,4.38
337,500183,Chocolate Chip Cookie,Bakery,1,2.48,2.48
338,500184,Fruit Cup,Snack,1,3.42,3.42
339,500184,Cold Brew,Beverage,1,4.68,4.68
340,500184,Latte,Beverage,1,4.49,4.49
341,500185,Veggie Wrap,Food,1,7.53,7.53
342,500186,Croissant,Bakery,1,3.16,3.16
343,500186,Cappuccino,Beverage,1,4.25,4.25
344,500187,Bagel with Cream Cheese,Bakery,1,3.91,3.91
345,500188,Veggie Wrap,Food,1,7.69,7.69
346,500189,Fruit Cup,Snack,1,3.48,3.48
347,500190,Cappuccino,Beverage,1,4.16,4.16
348,500190,Espresso,Beverage,1,2.91,2.91
349,500191,Blueberry Muffin,Bakery,1,3.65,3.65
350,500191,Iced Tea,Beverage,2,3.46,6.92
351,500192,Blueberry Muffin,Bakery,1,3.66,3.66
352,500193,Croissant,Bakery,1,3.17,3.17
353,500194,Croissant,Bakery,1,3.23,3.23
354,500195,Fruit Cup,Snack,1,3.4,3.4
355,500195,Cold Brew,Beverage,1,4.7,4.7
356,500196,Iced Tea,Beverage,2,3.42,6.84
357,500196,Fruit Cup,Snack,2,3.46,6.92
358,500196,Croissant,Bakery,1,3.23,3.23
359,500196,Latte,Beverage,1,4.48,4.48
360,500197,Granola Bar,Snack,1,2.74,2.74
361,500197,Avocado Toast,Food,1,7.31,7.31
362,500198,Blueberry Muffin,Bakery,1,3.66,3.66
363,500199,Iced Tea,Beverage,1,3.45,3.45
364,500200,Turkey Sandwich,Food,1,8.43,8.43
365,500201,Cappuccino,Beverage,1,4.19,4.19
366,500201,Cold Brew,Beverage,1,4.63,4.63
367,500202,Croissant,Bakery,1,3.24,3.24
368,500203,Caesar Salad,Food,1,8.13,8.13
369,500203,Blueberry Muffin,Bakery,1,3.73,3.73
370,500203,Espresso,Beverage,1,2.98,2.98
371,500203,Turkey Sandwich,Food,1,8.27,8.27
372,500204,Bagel with Cream Cheese,Bakery,1,3.88,3.88
373,500204,Fruit Cup,Snack,1,3.44,3.44
374,500205,Espresso,Beverage,2,2.99,5.98
375,500205,Veggie Wrap,Food,1,7.64,7.64
376,500205,Blueberry Muffin,Bakery,1,3.72,3.72
377,500205,Chocolate Chip Cookie,Bakery,1,2.5,2.5
378,500206,Turkey Sandwich,Food,1,8.26,8.26
379,500207,Fruit Cup,Snack,1,3.46,3.46
380,500208,Chocolate Chip Cookie,Bakery,1,2.47,2.47
381,500208,Blueberry Muffin,Bakery,1,3.73,3.73
382,500208,Croissant,Bakery,1,3.17,3.17
383,500209,Veggie Wrap,Food,2,7.53,15.06
384,500209,Fruit Cup,Snack,1,3.44,3.44
385,500210,Cold Brew,Beverage,2,4.72,9.44
386,500210,Iced Tea,Beverage,1,3.45,3.45
387,500210,Chocolate Chip Cookie,Bakery,1,2.48,2.48
388,500211,Latte,Beverage,1,4.48,4.48
389,500212,Latte,Beverage,2,4.43,8.86
390,500212,Cold Brew,Beverage,1,4.65,4.65
391,500212,Bagel with Cream Cheese,Bakery,2,3.91,7.82
392,500212,Chocolate Chip Cookie,Bakery,1,2.45,2.45
393,500213,Fruit Cup,Snack,1,3.47,3.47
394,500214,Chocolate Chip Cookie,Bakery,1,2.46,2.46
395,500214,Blueberry Muffin,Bakery,2,3.68,7.36
396,500214,Cappuccino,Beverage,1,4.13,4.13
397,500215,Latte,Beverage,2,4.46,8.92
398,500216,Latte,Beverage,1,4.42,4.42
399,500216,Croissant,Bakery,1,3.19,3.19
400,500216,Cold Brew,Beverage,1,4.7,4.7
401,500217,Avocado Toast,Food,1,7.49,7.49
402,500217,Cold Brew,Beverage,1,4.72,4.72
403,500217,Espresso,Beverage,1,2.97,2.97
404,500217,Veggie Wrap,Food,1,7.68,7.68
405,500218,Veggie Wrap,Food,1,7.65,7.65
406,500219,Iced Tea,Beverage,1,3.41,3.41
407,500220,Chocolate Chip Cookie,Bakery,1,2.43,2.43
408,500220,Iced Tea,Beverage,1,3.4,3.4
409,500220,Avocado Toast,Food,2,7.33,14.66
410,500221,Bagel with Cream Cheese,Bakery,1,3.92,3.92
411,500221,Fruit Cup,Snack,1,3.46,3.46
412,500222,Fruit Cup,Snack,2,3.48,6.96
413,500223,Turkey Sandwich,Food,1,8.38,8.38
414,500223,Chocolate Chip Cookie,Bakery,1,2.47,2.47
415,500224,Granola Bar,Snack,1,2.67,2.67
416,500225,Blueberry Muffin,Bakery,1,3.67,3.67
417,500226,Chocolate Chip Cookie,Bakery,1,2.45,2.45
418,500226,Espresso,Beverage,1,2.94,2.94
419,500227,Fruit Cup,Snack,1,3.5,3.5
420,500227,Granola Bar,Snack,1,2.7,2.7
421,500227,Bagel with Cream Cheese,Bakery,1,4.0,4.0
422,500228,Cold Brew,Beverage,1,4.73,4.73
423,500228,Caesar Salad,Food,2,8.22,16.44
424,500229,Cappuccino,Beverage,1,4.17,4.17
425,500229,Bagel with Cream Cheese,Bakery,2,3.9,7.8
426,500230,Veggie Wrap,Food,1,7.74,7.74
427,500230,Fruit Cup,Snack,1,3.48,3.48
428,500230,Turkey Sandwich,Food,1,8.46,8.46
429,500230,Chocolate Chip Cookie,Bakery,1,2.49,2.49
430,500231,Espresso,Beverage,1,2.97,2.97
431,500232,Cold Brew,Beverage,1,4.73,4.73
432,500233,Turkey Sandwich,Food,1,8.43,8.43
433,500233,Veggie Wrap,Food,1,7.55,7.55
434,500233,Iced Tea,Beverage,1,3.43,3.43
435,500233,Cappuccino,Beverage,1,4.21,4.21
436,500234,Blueberry Muffin,Bakery,1,3.67,3.67
437,500234,Veggie Wrap,Food,1,7.61,7.61
438,500234,Caesar Salad,Food,2,8.07,16.14
439,500234,Latte,Beverage,1,4.37,4.37
440,500235,Bagel with Cream Cheese,Bakery,1,3.95,3.95
441,500235,Avocado Toast,Food,2,7.41,14.82
442,500235,Cold Brew,Beverage,1,4.63,4.63
443,500236,Caesar Salad,Food,1,8.11,8.11
444,500236,Avocado Toast,Food,1,7.34,7.34
445,500236,Espresso,Beverage,1,2.99,2.99
446,500237,Chocolate Chip Cookie,Bakery,1,2.45,2.45
447,500237,Iced Tea,Beverage,1,3.45,3.45
448,500237,Croissant,Bakery,2,3.2,6.4
449,500238,Cold Brew,Beverage,1,4.7,4.7
450,500238,Bagel with Cream Cheese,Bakery,2,3.99,7.98
451,500239,Blueberry Muffin,Bakery,1,3.72,3.72
452,500239,Veggie Wrap,Food,1,7.53,7.53
453,500240,Cold Brew,Beverage,1,4.71,4.71
454,500241,Turkey Sandwich,Food,1,8.35,8.35
455,500242,Cold Brew,Beverage,1,4.73,4.73
456,500242,Turkey Sandwich,Food,1,8.42,8.42
457,500242,Blueberry Muffin,Bakery,1,3.74,3.74
458,500243,Espresso,Beverage,1,2.96,2.96
459,500243,Veggie Wrap,Food,2,7.52,15.04
460,500243,Croissant,Bakery,1,3.17,3.17
461,500244,Blueberry Muffin,Bakery,1,3.72,3.72
462,500244,Cold Brew,Beverage,1,4.62,4.62
463,500245,Veggie Wrap,Food,1,7.52,7.52
464,500246,Chocolate Chip Cookie,Bakery,1,2.43,2.43
465,500246,Cold Brew,Beverage,1,4.74,4.74
466,500247,Cold Brew,Beverage,2,4.72,9.44
467,500247,Fruit Cup,Snack,2,3.44,6.88
468,500247,Chocolate Chip Cookie,Bakery,1,2.49,2.49
469,500248,Fruit Cup,Snack,1,3.41,3.41
470,500248,Iced Tea,Beverage,1,3.47,3.47
471,500248,Latte,Beverage,1,4.39,4.39
472,500249,Cappuccino,Beverage,1,4.24,4.24
473,500249,Cold Brew,Beverage,1,4.62,4.62
474,500249,Chocolate Chip Cookie,Bakery,1,2.44,2.44
475,500250,Espresso,Beverage,2,2.97,5.94
476,500251,Blueberry Muffin,Bakery,1,3.74,3.74
477,500251,Espresso,Beverage,1,2.96,2.96
478,500252,Avocado Toast,Food,2,7.36,14.72
479,500253,Veggie Wrap,Food,1,7.57,7.57
480,500254,Chocolate Chip Cookie,Bakery,1,2.48,2.48
481,500254,Veggie Wrap,Food,1,7.69,7.69
482,500255,Latte,Beverage,1,4.41,4.41
483,500256,Cappuccino,Beverage,1,4.13,4.13
484,500257,Espresso,Beverage,1,2.95,2.95
485,500257,Iced Tea,Beverage,1,3.49,3.49
486,500257,Turkey Sandwich,Food,1,8.49,8.49
487,500258,Croissant,Bakery,1,3.18,3.18
488,500258,Chocolate Chip Cookie,Bakery,1,2.43,2.43
489,500259,Latte,Beverage,1,4.48,4.48
490,500260,Blueberry Muffin,Bakery,1,3.75,3.75
491,500260,Latte,Beverage,2,4.39,8.78
492,500261,Cold Brew,Beverage,1,4.69,4.69
493,500262,Granola Bar,Snack,1,2.71,2.71
494,500262,Iced Tea,Beverage,1,3.44,3.44
495,500263,Veggie Wrap,Food,1,7.55,7.55
496,500263,Chocolate Chip Cookie,Bakery,1,2.48,2.48
497,500264,Fruit Cup,Snack,1,3.48,3.48
498,500264,Chocolate Chip Cookie,Bakery,1,2.47,2.47
499,500264,Cold Brew,Beverage,1,4.72,4.72
500,500264,Croissant,Bakery,1,3.21,3.21
501,500265,Chocolate Chip Cookie,Bakery,1,2.44,2.44
502,500266,Cold Brew,Beverage,1,4.71,4.71
503,500267,Espresso,Beverage,1,2.99,2.99
504,500267,Chocolate Chip Cookie,Bakery,1,2.45,2.45
