order_id,order_date,order_timestamp,store_location,region,customer_id,payment_method,order_total
500107,2026-01-04,2026-01-04 09:20:00,Riverside,South,725,Debit Card,29.92
500108,2026-01-04,2026-01-04 09:47:00,Riverside,South,495,Mobile Pay,15.01
500109,2026-01-04,2026-01-04 12:02:00,Riverside,South,172,Credit Card,9.11
500110,2026-01-04,2026-01-04 13:21:00,Riverside,South,177,Cash,8.21
500111,2026-01-04,2026-01-04 11:27:00,Airport Kiosk,West,213,Credit Card,8.41
500112,2026-01-04,2026-01-04 07:26:00,Riverside,South,479,Credit Card,3.7
500113,2026-01-04,2026-01-04 13:11:00,Harbor Point,South,868,Debit Card,3.73
500114,2026-01-04,2026-01-04 15:36:00,Riverside,South,799,Debit Card,12.2
500115,2026-01-04,2026-01-04 09:29:00,Uptown Mall,East,676,Credit Card,3.99
500116,2026-01-04,2026-01-04 10:52:00,Airport Kiosk,West,715,Debit Card,2.95
500117,2026-01-04,2026-01-04 10:27:00,Airport Kiosk,West,4,Credit Card,14.81
500118,2026-01-05,2026-01-05 10:03:00,Downtown,North,470,Credit Card,3.49
500119,2026-01-05,2026-01-05 09:46:00,Riverside,South,305,Mobile Pay,15.92
500120,2026-01-05,2026-01-05 10:21:00,Uptown Mall,East,220,Credit Card,3.46
500121,2026-01-05,2026-01-05 17:35:00,Riverside,South,124,Credit Card,10.59
500122,2026-01-05,2026-01-05 09:57:00,Uptown Mall,East,125,Debit Card,7.96
500123,2026-01-05,2026-01-05 18:33:00,Harbor Point,South,60,Debit Card,10.74
500124,2026-01-05,2026-01-05 09:15:00,Downtown,North,784,Credit Card,16.3
500125,2026-01-05,2026-01-05 09:00:00,Riverside,South,477,Debit Card,4.48
500126,2026-01-05,2026-01-05 08:17:00,Uptown Mall,East,226,Mobile Pay,8.42
500127,2026-01-05,2026-01-05 14:49:00,Downtown,North,478,Mobile Pay,4.37
500128,2026-01-05,2026-01-05 10:39:00,Harbor Point,South,337,Mobile Pay,4.4
500129,2026-01-05,2026-01-05 15:14:00,Uptown Mall,East,757,Mobile Pay,5.43
500130,2026-01-06,2026-01-06 12:58:00,Uptown Mall,East,510,Mobile Pay,3.72
500131,2026-01-06,2026-01-06 08:33:00,Uptown Mall,East,506,Cash,13.92
500132,2026-01-06,2026-01-06 12:40:00,Riverside,South,81,Mobile Pay,7.64
500133,2026-01-06,2026-01-06 10:44:00,Downtown,North,127,Credit Card,15.23
500134,2026-01-06,2026-01-06 08:49:00,Uptown Mall,East,687,Debit Card,8.12
500135,2026-01-06,2026-01-06 08:43:00,Airport Kiosk,West,726,Debit Card,13.84
500136,2026-01-06,2026-01-06 10:06:00,Uptown Mall,East,838,Credit Card,10.59
500137,2026-01-06,2026-01-06 15:05:00,Harbor Point,South,176,Debit Card,4.72
500138,2026-01-06,2026-01-06 10:18:00,Harbor Point,South,834,Debit Card,18.68
500139,2026-01-06,2026-01-06 08:50:00,Airport Kiosk,West,632,Cash,3.9
500140,2026-01-06,2026-01-06 09:38:00,Airport Kiosk,West,265,Mobile Pay,19.15
500141,2026-01-06,2026-01-06 08:19:00,Riverside,South,617,Credit Card,22.15
500142,2026-01-06,2026-01-06 08:29:00,Riverside,South,677,Debit Card,3.23
500143,2026-01-06,2026-01-06 07:05:00,Downtown,North,625,Mobile Pay,15.69
500144,2026-01-06,2026-01-06 15:22:00,Uptown Mall,East,785,Debit Card,18.6
500145,2026-01-06,2026-01-06 14:01:00,Airport Kiosk,West,672,Mobile Pay,22.78
500146,2026-01-06,2026-01-06 11:26:00,Riverside,South,798,Cash,7.9
500147,2026-01-06,2026-01-06 07:24:00,Riverside,South,286,Credit Card,4.94
500148,2026-01-06,2026-01-06 12:18:00,Downtown,North,417,Credit Card,6.46
500149,2026-01-06,2026-01-06 12:24:00,Harbor Point,South,355,Credit Card,14.21
500150,2026-01-06,2026-01-06 07:21:00,Riverside,South,490,Credit Card,10.49
500151,2026-01-06,2026-01-06 16:46:00,Uptown Mall,East,878,Debit Card,12.09
500152,2026-01-06,2026-01-06 13:53:00,Downtown,North,488,Credit Card,5.42
500153,2026-01-06,2026-01-06 09:27:00,Downtown,North,817,Credit Card,7.28
500154,2026-01-06,2026-01-06 09:06:00,Downtown,North,838,Debit Card,6.97
500155,2026-01-06,2026-01-06 08:50:00,Riverside,South,49,Credit Card,3.93
500156,2026-01-07,2026-01-07 09:41:00,Riverside,South,529,Cash,7.66
500157,2026-01-07,2026-01-07 09:38:00,Harbor Point,South,731,Debit Card,3.23
500158,2026-01-07,2026-01-07 11:24:00,Airport Kiosk,West,626,Credit Card,7.61
500159,2026-01-07,2026-01-07 08:01:00,Harbor Point,South,165,Cash,5.96
500160,2026-01-07,2026-01-07 08:53:00,Harbor Point,South,506,Cash,7.74
500161,2026-01-07,2026-01-07 08:11:00,Harbor Point,South,512,Credit Card,23.47
500162,2026-01-07,2026-01-07 12:50:00,Harbor Point,South,537,Mobile Pay,11.12
500163,2026-01-07,2026-01-07 18:44:00,Harbor Point,South,320,Cash,7.55
500164,2026-01-07,2026-01-07 09:52:00,Riverside,South,294,Credit Card,2.91
500165,2026-01-07,2026-01-07 09:38:00,Riverside,South,390,Cash,4.38
500166,2026-01-07,2026-01-07 09:25:00,Airport Kiosk,West,456,Mobile Pay,17.88
500167,2026-01-07,2026-01-07 08:21:00,Harbor Point,South,699,Cash,15.26
500168,2026-01-07,2026-01-07 09:35:00,Downtown,North,541,Cash,7.84
500169,2026-01-07,2026-01-07 11:25:00,Harbor Point,South,67,Credit Card,12.93
500170,2026-01-07,2026-01-07 08:54:00,Airport Kiosk,West,875,Credit Card,10.61
500171,2026-01-07,2026-01-07 18:48:00,Riverside,South,447,Cash,4.74
500172,2026-01-07,2026-01-07 13:59:00,Riverside,South,732,Cash,13.06
500173,2026-01-07,2026-01-07 07:48:00,Downtown,North,606,Debit Card,8.5
500174,2026-01-07,2026-01-07 07:10:00,Uptown Mall,East,836,Cash,7.47
500175,2026-01-07,2026-01-07 08:40:00,Riverside,South,794,Credit Card,10.78
500176,2026-01-07,2026-01-07 17:33:00,Uptown Mall,East,347,Cash,4.16
500177,2026-01-08,2026-01-08 07:36:00,Downtown,North,857,Debit Card,5.96
500178,2026-01-08,2026-01-08 09:10:00,Downtown,North,606,Cash,10.96
500179,2026-01-08,2026-01-08 13:17:00,Uptown Mall,East,748,Cash,8.59
500180,2026-01-08,2026-01-08 13:04:00,Airport Kiosk,West,228,Cash,7.45
500181,2026-01-08,2026-01-08 15:41:00,Riverside,South,883,Credit Card,4.49
500182,2026-01-08,2026-01-08 14:20:00,Airport Kiosk,West,168,Credit Card,6.87
500183,2026-01-08,2026-01-08 08:51:00,Harbor Point,South,479,Mobile Pay,2.48
500184,2026-01-08,2026-01-08 13:49:00,Uptown Mall,East,349,Debit Card,12.59
500185,2026-01-08,2026-01-08 12:54:00,Harbor Point,South,221,Credit Card,7.53
500186,2026-01-08,2026-01-08 09:23:00,Harbor Point,South,426,Credit Card,7.41
500187,2026-01-08,2026-01-08 17:12:00,Harbor Point,South,112,Mobile Pay,3.91
500188,2026-01-08,2026-01-08 15:24:00,Uptown Mall,East,534,Mobile Pay,7.69
500189,2026-01-08,2026-01-08 11:19:00,Uptown Mall,East,664,Credit Card,3.48
500190,2026-01-08,2026-01-08 08:40:00,Airport Kiosk,West,594,Debit Card,7.07
500191,2026-01-09,2026-01-09 18:51:00,Airport Kiosk,West,250,Cash,10.57
500192,2026-01-09,2026-01-09 07:02:00,Riverside,South,426,Debit Card,3.66
500193,2026-01-09,2026-01-09 09:29:00,Uptown Mall,East,859,Credit Card,3.17
500194,2026-01-09,2026-01-09 16:34:00,Downtown,North,871,Credit Card,3.23
500195,2026-01-09,2026-01-09 11:39:00,Airport Kiosk,West,494,Credit Card,8.1
500196,2026-01-09,2026-01-09 12:48:00,Downtown,North,618,Mobile Pay,21.47
500197,2026-01-09,2026-01-09 15:38:00,Airport Kiosk,West,11,Debit Card,10.05
500198,2026-01-09,2026-01-09 09:25:00,Downtown,North,799,Debit Card,3.66
500199,2026-01-09,2026-01-09 08:43:00,Uptown Mall,East,262,Mobile Pay,3.45
500200,2026-01-09,2026-01-09 09:47:00,Downtown,North,770,Credit Card,8.43
500201,2026-01-09,2026-01-09 08:12:00,Uptown Mall,East,11,Cash,8.82
500202,2026-01-09,2026-01-09 17:09:00,Uptown Mall,East,309,Debit Card,3.24
500203,2026-01-09,2026-01-09 08:34:00,Riverside,South,239,Cash,23.11
500204,2026-01-09,2026-01-09 11:35:00,Airport Kiosk,West,628,Mobile Pay,7.32
500205,2026-01-09,2026-01-09 09:53:00,Riverside,South,803,Cash,19.84
500206,2026-01-09,2026-01-09 08:38:00,Harbor Point,South,287,Cash,8.26
500207,2026-01-10,2026-01-10 08:08:00,Uptown Mall,East,190,Debit Card,3.46
500208,2026-01-10,2026-01-10 12:49:00,Harbor Point,South,381,Credit Card,9.37
500209,2026-01-10,2026-01-10 10:32:00,Uptown Mall,East,425,Credit Card,18.5
500210,2026-01-10,2026-01-10 15:49:00,Uptown Mall,East,489,Debit Card,15.37
500211,2026-01-10,2026-01-10 17:04:00,Harbor Point,South,24,Cash,4.48
500212,2026-01-10,2026-01-10 11:38:00,Riverside,South,412,Cash,23.78
500213,2026-01-10,2026-01-10 13:26:00,Harbor Point,South,746,Credit Card,3.47
500214,2026-01-10,2026-01-10 10:02:00,Uptown Mall,East,575,Mobile Pay,13.95
500215,2026-01-10,2026-01-10 10:03:00,Harbor Point,South,461,Credit Card,8.92
500216,2026-01-10,2026-01-10 07:16:00,Riverside,South,807,Credit Card,12.31
500217,2026-01-10,2026-01-10 08:45:00,Uptown Mall,East,540,Credit Card,22.86
500218,2026-01-10,2026-01-10 08:30:00,Airport Kiosk,West,571,Debit Card,7.65
500219,2026-01-10,2026-01-10 15:31:00,Harbor Point,South,351,Credit Card,3.41
500220,2026-01-10,2026-01-10 13:04:00,Uptown Mall,East,502,Cash,20.49
500221,2026-01-10,2026-01-10 12:18:00,Uptown Mall,East,10,Credit Card,7.38
500222,2026-01-10,2026-01-10 10:10:00,Riverside,South,29,Credit Card,6.96
500223,2026-01-10,2026-01-10 13:31:00,Riverside,South,114,Debit Card,10.85
500224,2026-01-10,2026-01-10 10:06:00,Airport Kiosk,West,62,Mobile Pay,2.67
500225,2026-01-10,2026-01-10 18:17:00,Downtown,North,468,Credit Card,3.67
500226,2026-01-10,2026-01-10 09:20:00,Airport Kiosk,West,216,Mobile Pay,5.39
500227,2026-01-10,2026-01-10 08:24:00,Downtown,North,458,Debit Card,10.2
500228,2026-01-10,2026-01-10 14:13:00,Airport Kiosk,West,502,Mobile Pay,21.17
500229,2026-01-10,2026-01-10 14:17:00,Downtown,North,41,Credit Card,11.97
500230,2026-01-10,2026-01-10 16:28:00,Downtown,North,787,Mobile Pay,22.17
500231,2026-01-10,2026-01-10 13:27:00,Downtown,North,468,Debit Card,2.97
500232,2026-01-10,2026-01-10 13:09:00,Downtown,North,655,Cash,4.73
500233,2026-01-10,2026-01-10 08:23:00,Harbor Point,South,471,Mobile Pay,23.62
500234,2026-01-11,2026-01-11 08:00:00,Uptown Mall,East,863,Debit Card,31.79
500235,2026-01-11,2026-01-11 08:04:00,Downtown,North,386,Credit Card,23.4
500236,2026-01-11,2026-01-11 09:46:00,Airport Kiosk,West,354,Credit Card,18.44
500237,2026-01-11,2026-01-11 18:18:00,Downtown,North,269,Debit Card,12.3
500238,2026-01-11,2026-01-11 11:00:00,Riverside,South,682,Debit Card,12.68
500239,2026-01-11,2026-01-11 12:17:00,Riverside,South,5,Credit Card,11.25
500240,2026-01-11,2026-01-11 08:17:00,Uptown Mall,East,606,Credit Card,4.71
500241,2026-01-11,2026-01-11 09:39:00,Airport Kiosk,West,264,Mobile Pay,8.35
500242,2026-01-11,2026-01-11 13:13:00,Airport Kiosk,West,407,Credit Card,16.89
500243,2026-01-11,2026-01-11 13:52:00,Uptown Mall,East,397,Credit Card,21.17
500244,2026-01-11,2026-01-11 09:08:00,Airport Kiosk,West,87,Debit Card,8.34
500245,2026-01-11,2026-01-11 14:04:00,Downtown,North,165,Cash,7.52
500246,2026-01-11,2026-01-11 18:00:00,Harbor Point,South,854,Credit Card,7.17
500247,2026-01-11,2026-01-11 11:14:00,Uptown Mall,East,309,Cash,18.81
500248,2026-01-11,2026-01-11 08:51:00,Riverside,South,875,Credit Card,11.27
500249,2026-01-11,2026-01-11 08:53:00,Harbor Point,South,605,Debit Card,11.3
500250,2026-01-11,2026-01-11 12:11:00,Airport Kiosk,West,262,Mobile Pay,5.94
500251,2026-01-11,2026-01-11 09:42:00,Harbor Point,South,399,Credit Card,6.7
500252,2026-01-11,2026-01-11 11:42:00,Riverside,South,880,Credit Card,14.72
500253,2026-01-11,2026-01-11 17:53:00,Riverside,South,34,Debit Card,7.57
500254,2026-01-11,2026-01-11 12:15:00,Downtown,North,805,Credit Card,10.17
500255,2026-01-11,2026-01-11 08:10:00,Uptown Mall,East,734,Cash,4.41
500256,2026-01-11,2026-01-11 12:48:00,Riverside,South,246,Credit Card,4.13
500257,2026-01-11,2026-01-11 11:00:00,Harbor Point,South,216,Cash,14.93
500258,2026-01-11,2026-01-11 08:03:00,Airport Kiosk,West,51,Mobile Pay,5.61
500259,2026-01-11,2026-01-11 09:21:00,Riverside,South,734,Credit Card,4.48
500260,2026-01-11,2026-01-11 08:51:00,Uptown Mall,East,131,Credit Card,12.53
500261,2026-01-11,2026-01-11 13:10:00,Harbor Point,South,453,Mobile Pay,4.69
500262,2026-01-11,2026-01-11 17:36:00,Airport Kiosk,West,517,Debit Card,6.15
500263,2026-01-11,2026-01-11 08:05:00,Airport Kiosk,West,750,Credit Card,10.03
500264,2026-01-11,2026-01-11 12:54:00,Riverside,South,226,Debit Card,13.88
500265,2026-01-11,2026-01-11 10:31:00,Uptown Mall,East,726,Cash,2.44
500266,2026-01-11,2026-01-11 07:10:00,Downtown,North,49,Cash,4.71
500267,2026-01-11,2026-01-11 13:23:00,Airport Kiosk,West,750,Credit Card,5.44
500268,2026-01-11,2026-01-11 12:43:00,Downtown,North,812,Mobile Pay,14.54
500269,2026-01-11,2026-01-11 16:51:00,Downtown,North,325,Mobile Pay,6.67
500270,2026-01-11,2026-01-11 12:18:00,Uptown Mall,East,50,Credit Card,7.34
500271,2026-01-11,2026-01-11 17:22:00,Downtown,North,154,Credit Card,18.5
500272,2026-01-11,2026-01-11 17:26:00,Uptown Mall,East,887,Mobile Pay,3.41
500273,2026-01-12,2026-01-12 12:14:00,Downtown,North,356,Cash,15.59
500274,2026-01-12,2026-01-12 12:15:00,Downtown,North,464,Credit Card,4.63
500275,2026-01-12,2026-01-12 10:23:00,Downtown,North,748,Debit Card,2.45
500276,2026-01-12,2026-01-12 16:14:00,Airport Kiosk,West,841,Cash,9.63
500277,2026-01-12,2026-01-12 10:15:00,Riverside,South,123,Mobile Pay,18.15
500278,2026-01-12,2026-01-12 13:20:00,Uptown Mall,East,675,Mobile Pay,8.18
500279,2026-01-12,2026-01-12 08:57:00,Riverside,South,171,Cash,3.17
500280,2026-01-12,2026-01-12 07:51:00,Uptown Mall,East,644,Debit Card,11.57
500281,2026-01-12,2026-01-12 09:49:00,Harbor Point,South,751,Credit Card,4.67
500282,2026-01-12,2026-01-12 08:23:00,Airport Kiosk,West,120,Cash,4.63
500283,2026-01-12,2026-01-12 09:27:00,Airport Kiosk,West,27,Credit Card,20.06
500284,2026-01-12,2026-01-12 09:12:00,Uptown Mall,East,765,Credit Card,8.17
500285,2026-01-12,2026-01-12 13:22:00,Downtown,North,266,Credit Card,8.74
500286,2026-01-12,2026-01-12 09:55:00,Riverside,South,538,Credit Card,10.19
500287,2026-01-12,2026-01-12 09:57:00,Airport Kiosk,West,87,Credit Card,7.84
500288,2026-01-12,2026-01-12 08:29:00,Airport Kiosk,West,2,Cash,20.75
500289,2026-01-12,2026-01-12 09:37:00,Harbor Point,South,244,Mobile Pay,16.9
500290,2026-01-12,2026-01-12 09:59:00,Downtown,North,345,Cash,6.93
500291,2026-01-12,2026-01-12 18:46:00,Uptown Mall,East,777,Debit Card,3.2
500292,2026-01-12,2026-01-12 12:39:00,Uptown Mall,East,806,Cash,7.06
500293,2026-01-12,2026-01-12 10:29:00,Riverside,South,238,Credit Card,16.49
500294,2026-01-12,2026-01-12 18:57:00,Harbor Point,South,773,Credit Card,16.27
500295,2026-01-13,2026-01-13 07:23:00,Harbor Point,South,829,Debit Card,8.44
500296,2026-01-13,2026-01-13 18:39:00,Downtown,North,109,Cash,2.97
500297,2026-01-13,2026-01-13 09:03:00,Downtown,North,427,Credit Card,6.15
500298,2026-01-13,2026-01-13 08:23:00,Riverside,South,437,Mobile Pay,13.17
500299,2026-01-13,2026-01-13 07:59:00,Uptown Mall,East,142,Credit Card,10.56
500300,2026-01-13,2026-01-13 16:32:00,Harbor Point,South,176,Mobile Pay,7.3
500301,2026-01-13,2026-01-13 08:24:00,Riverside,South,58,Mobile Pay,3.23
500302,2026-01-13,2026-01-13 08:14:00,Harbor Point,South,689,Mobile Pay,9.73
500303,2026-01-13,2026-01-13 09:07:00,Uptown Mall,East,444,Cash,16.84
500304,2026-01-13,2026-01-13 17:51:00,Downtown,North,94,Credit Card,7.46
500305,2026-01-13,2026-01-13 15:10:00,Harbor Point,South,470,Credit Card,6.19
500306,2026-01-13,2026-01-13 08:02:00,Uptown Mall,East,825,Credit Card,4.63
500307,2026-01-13,2026-01-13 13:54:00,Uptown Mall,East,561,Credit Card,23.55
500308,2026-01-13,2026-01-13 11:42:00,Uptown Mall,East,337,Debit Card,3.2
500309,2026-01-13,2026-01-13 13:11:00,Riverside,South,8,Cash,13.4
500310,2026-01-13,2026-01-13 10:35:00,Downtown,North,328,Cash,6.35
500311,2026-01-13,2026-01-13 16:40:00,Downtown,North,886,Debit Card,20.19
500312,2026-01-14,2026-01-14 13:38:00,Harbor Point,South,614,Credit Card,20.99
500313,2026-01-14,2026-01-14 13:02:00,Airport Kiosk,West,632,Cash,3.64
500314,2026-01-14,2026-01-14 09:35:00,Uptown Mall,East,587,Cash,6.67
500315,2026-01-14,2026-01-14 16:38:00,Uptown Mall,East,873,Cash,18.4
500316,2026-01-14,2026-01-14 08:10:00,Downtown,North,345,Mobile Pay,8.05
500317,2026-01-14,2026-01-14 11:59:00,Uptown Mall,East,364,Cash,19.33
500318,2026-01-14,2026-01-14 08:55:00,Downtown,North,244,Debit Card,12.05
